-12.358,-0.87613,-26.287,-13.325,-21.015,-12.445,-13.214,-12.043,-18.559,-6.0132,-29.635,-5.5979,-9.1736,-13.838,-8.3279,-4.3002,-8.8733,-30.734,-13.045,-10.139,-16.114,-26.072,-24.713,-4.3604,-16.258,-10.99,-1.227,-8.0781,-4.4499,-9.096,-33.189,-6.4195,-145.27,-18.24,-2.4816,-6.064,-8.8801,-1.1778,-22.672,-8.7597,-1.4568,-1.5013,-9.927,-18.236,-11.136,-6.3684,-28.784,-1.8347,-29.928,-1.3078
-16.66,-6.5761,-24.265,-12.444,-29.678,-12.816,-8.5914,-4.4818,-19.939,-11.121,-1.9896,-7.4511,-10.174,-12.303,-13.228,-4.2718,-5.6076,-23.485,-22.764,-24.03,-20.673,-28.525,-27.608,-12.536,-13.314,-18.25,-1.1899,-10.592,-4.3862,-11.413,-38.802,-6.2746,-63.17,-15.802,-11.522,-11.791,-15.007,-0.94475,-17.859,-2.1287,-14.994,-24.62,-7.2145,-9.3261,-9.6773,-14.719,-27.897,-1.683,-32.018,-1.2766
-8.6145,-5.7426,-19.647,-3.2476,-16.961,-12.503,-11.272,-11.552,-18.333,-6.5653,-7.3164,-10.523,-15.304,-16.108,-8.3826,-4.2392,-10.093,-18.93,-47.181,-2.514,-16.29,-19.622,-28.033,-2.4132,-4.5138,-13.651,-6.1537,-5.7117,-4.5429,-9.8147,-37.576,-12.065,-27.356,-14.06,-4.6743,-21.983,-9.8675,-6.1116,-6.4926,-7.2645,-9.0908,-1.3281,-3.6711,-11.229,-16.609,-4.1085,-26.893,-6.1625,-38.236,-3.6241
-25.682,-0.87447,-22.105,-10.054,-10.91,-16.627,-6.3514,-2.6663,-14.283,-12.15,-1.8432,-11.961,-4.168,-16.287,-8.0504,-12.407,-4.5337,-16.967,-51.143,-15.191,-15.438,-22.814,-27.578,-5.9108,-13.357,-14.709,-3.7709,-4.1183,-6.3813,-5.3942,-25.945,-17.369,-44.144,-14.485,-4.6546,-14.76,-4.8201,-1.1373,-16.808,-1.8884,-14.322,-4.0369,-7.1097,-20.313,-6.6848,-11.332,-11.475,-1.7529,-43.788,-1.2357
-15.015,-0.84525,-16.652,-8.1331,-20.73,-20.189,-11.193,-14.667,-9.014,-12.667,-1.7697,-2.7,-10.636,-11.761,-13.782,-14.303,-9.6479,-14.708,-35.609,-2.4353,-15.767,-23.619,-26.139,-4.1548,-8.6118,-10.453,-1.1795,-6.6567,-2.5237,-12.235,-30.581,-15.038,-38.737,-15.186,-5.4732,-9.5311,-10.7,-1.1122,-9.8558,-1.9729,-1.4585,-14.893,-10.989,-7.0829,-10.233,-8.3018,-19,-1.7208,-32.803,-7.0999
-13.791,-0.83839,-16.082,-10.859,-11.443,-14.053,-5.7133,-16.853,-18.132,-8.4843,-1.7086,-7.6899,-7.3048,-14.231,-7.7911,-6.8152,-8.9267,-12.778,-23.927,-8.0093,-20.279,-13.474,-25.483,-6.6318,-10.96,-20.105,-3.7723,-3.9597,-6.0916,-10.464,-27.647,-12.825,-60.199,-8.5009,-4.3092,-13.057,-10.783,-1.0934,-10.673,-11.397,-1.428,-9.7656,-5.0262,-2.411,-11.627,-12.053,-12.712,-4.08,-27.112,-1.2188
-15.218,-0.81346,-19.581,-9.0923,-10.157,-14.225,-3.1574,-15.742,-7.1227,-4.3755,-1.6298,-15.384,-8.6765,-7.6371,-14.828,-1.7023,-13.276,-11.023,-33.849,-2.3077,-18.208,-27.487,-30.771,-6.08,-14.101,-14.766,-1.1565,-5.2404,-7.5306,-13.865,-29.21,-10.276,-42.362,-9.7064,-19.817,-9.9212,-12.326,-1.08,-6.1308,-1.9647,-15.892,-1.3262,-6.6816,-10.68,-10.364,-6.3008,-5.5565,-6.1785,-28.551,-1.1904
-10.957,-5.7649,-25.864,-8.7873,-9.0888,-18.465,-6.2093,-13.054,-7.9911,-8.1075,-28.214,-9.0158,-5.8338,-11.871,-9.8369,-7.9904,-1.3677,-12.631,-24.542,-2.2332,-10.529,-21.941,-28.722,-2.2994,-20.247,-10.123,-1.1258,-9.5707,-2.4842,-12.23,-23.674,-6.5529,-43.199,-12.302,-10.067,-9.8096,-9.5864,-0.85915,-11.366,-4.4627,-1.4181,-18.565,-4.5952,-7.3506,-8.8846,-8.8895,-10.171,-4.3223,-57.548,-3.6301
-13.209,-0.79818,-8.5271,-3.2741,-17.269,-20.855,-16.981,-22.403,-14.418,-4.3513,-8.1208,-13.333,-10.121,-14.279,-9.7007,-13.736,-9.9391,-24.539,-30.897,-2.1507,-9.271,-35.322,-28.635,-2.2386,-10.163,-14.875,-1.1117,-6.5549,-10.756,-4.8791,-42.046,-4.7492,-48.961,-13.032,-11.888,-14.089,-8.2956,-0.8478,-8.9865,-1.7823,-12.953,-6.8179,-5.1386,-10.573,-6.8408,-3.8148,-9.6187,-4.0455,-35.122,-3.4895
-18.299,-5.3475,-22.007,-8.8722,-12.979,-15.76,-17.535,-12.545,-7.0605,-10.155,-1.5454,-21.867,-2.4908,-17.025,-5.8322,-6.8268,-14.864,-3.868,-37.702,-4.3102,-24.48,-17.142,-22.621,-11.495,-10.186,-11.317,-3.7519,-7.2826,-2.5552,-9.3747,-29.084,-14.125,-46.556,-2.8437,-13.223,-7.1117,-8.5903,-11.351,-6.3615,-1.8559,-4.4873,-44.464,-3.2264,-7.3572,-9.9921,-3.4811,-12.106,-4.0403,-38.743,-1.2835
-17.689,-0.81381,-29.886,-12.809,-20.919,-7.1969,-17.881,-5.5779,-17.302,-7.9576,-1.4979,-14.565,-7.48,-10.117,-2.026,-1.6541,-16.371,-9.1105,-29.337,-9.3911,-23.924,-19.939,-24.992,-13.217,-6.2055,-12.444,-6.3247,-7.4634,-6.2877,-6.1064,-31.379,-14.611,-41.047,-10.047,-8.2145,-10.071,-9.7506,-5.7551,-8.9504,-4.094,-11.113,-1.4303,-3.1462,-17.411,-7.0722,-17.8,-13.158,-8.095,-30.264,-1.1289
-10.611,-0.77852,-26.355,-9.3271,-20.457,-17.313,-21.878,-10.892,-7.7662,-4.3227,-1.4453,-4.1138,-7.3432,-11.904,-9.6447,-38.221,-17.613,-16.042,-30.68,-7.8005,-20.781,-8.7008,-26.713,-4.1602,-7.9464,-13.326,-1.1596,-7.4335,-5.9613,-8.1261,-25.945,-10.274,-51.996,-20.075,-6.6106,-9.0592,-14.916,-1.7745,-22.455,-9.668,-1.4459,-28.972,-3.046,-15.816,-7.9909,-5.0165,-13.577,-1.6576,-32.984,-3.6073
-18.783,-0.77707,-4.3849,-4.7934,-14.399,-12.351,-14.831,-9.0611,-11.485,-2.0307,-1.4004,-12.391,-4.2572,-13.364,-9.7625,-36.379,-1.4061,-17.727,-34.435,-9.2947,-11.976,-15.045,-15.179,-15.714,-7.3494,-11.047,-3.7259,-5.0951,-6.0356,-7.2554,-31.291,-14.765,-47.673,-16.316,-5.2877,-10.81,-12.265,-0.84307,-13.834,-4.0765,-1.4144,-20.924,-8.4881,-7.5223,-6.7379,-11.468,-20.814,-6.0901,-36.613,-1.1211
-15.695,-0.77006,-14.883,-8.9738,-10.599,-12.336,-10.644,-13.614,-13.407,-6.885,-1.3601,-8.4399,-7.2967,-29.787,-11.881,-44.101,-6.3885,-16.308,-52.532,-10.198,-29.727,-12.026,-30.453,-4.1749,-6.1725,-19.189,-1.0986,-5.0519,-7.6108,-8.2553,-28.839,-22.72,-48.508,-13.035,-5.1972,-8.607,-15.48,-0.83804,-10.683,-4.0525,-14.893,-3.8035,-9.9505,-2.3739,-11.828,-16.223,-10.87,-6.9928,-27.826,-5.3011
-16.436,-0.7409,-21.13,-9.4746,-8.4079,-8.8508,-16.099,-8.1867,-9.3693,-1.7324,-1.3311,-22.079,-10.442,-17.295,-9.4083,-17.276,-5.623,-14.395,-44.74,-2.6062,-13.846,-6.0568,-33.226,-2.2841,-8.9206,-12.675,-1.0794,-6.1991,-7.7758,-11.707,-35.079,-27.186,-36.034,-17.899,-6.2697,-7.2315,-10.356,-7.0311,-18.198,-4.0458,-13.829,-1.5107,-7.0606,-25.911,-11.911,-11.346,-16.428,-3.8272,-27.207,-1.4536
-9.8515,-0.73357,-24.273,-7.2982,-9.9187,-7.0055,-12.645,-21.025,-11.733,-7.9063,-4.1348,-15.863,-4.1388,-14.864,-21.683,-6.7623,-22.784,-13.317,-39.89,-10.884,-23.206,-11.553,-27.933,-15.631,-6.148,-24.092,-3.7082,-7.6016,-4.61,-13.577,-34.15,-24.847,-45.464,-14.323,-12.129,-8.8331,-16.34,-6.9384,-7.3067,-6.2269,-6.3765,-12.047,-5.4707,-7.708,-10.193,-9.635,-12.766,-6.3109,-21.506,-1.0798
-17.083,-4.3638,-9.8907,-7.516,-15.159,-16.212,-19.456,-22.729,-15.407,-6.0358,-1.2658,-5.5583,-4.1239,-9.363,-12.345,-4.1788,-5.5061,-15.138,-39.023,-1.9001,-28.083,-22.552,-25.828,-6.0123,-2.3785,-18.062,-5.9613,-3.5756,-2.4189,-22.166,-24.431,-25.158,-29.045,-13.947,-2.2099,-8.7634,-7.0373,-6.7349,-12.211,-5.5632,-1.424,-26.046,-9.5653,-47.538,-12.175,-5.4351,-19.27,-4.0198,-36.398,-1.0613
-15.033,-4.3271,-5.0792,-6.2582,-10.986,-4.6649,-17.566,-23.714,-5.1171,-1.9181,-1.2449,-7.3829,-3.9969,-16.892,-5.9615,-1.6066,-15.681,-15.906,-86.968,-4.2095,-15.297,-20.453,-23.75,-7.7637,-10.39,-16.387,-6.3577,-4.9262,-5.2949,-12.638,-30.146,-15.871,-41.883,-8.0678,-2.1658,-7.9011,-13.252,-5.9064,-24.168,-1.8012,-1.3952,-10.911,-9.2396,-32.545,-11.31,-3.3248,-20.596,-6.0725,-23.975,-1.0409
-10.55,-0.73066,-8.4007,-3.4775,-10.318,-7.1237,-16.096,-8.1523,-16.529,-9.412,-8.6922,-16.821,-7.1997,-11.908,-4.1048,-1.5834,-13.105,-11.079,-37.327,-9.9293,-22.447,-11.836,-26.676,-5.7712,-11.632,-18.079,-7.0673,-3.4435,-2.4427,-17.01,-31.909,-14.307,-34.667,-14.615,-4.5797,-6.8584,-6.349,-6.4739,-10.97,-1.7661,-8.3659,-44.503,-6.7171,-28.162,-11.811,-15.636,-6.4862,-1.6212,-23.954,-1.0288
-11.031,-0.71603,-2.9999,-3.1456,-11.95,-12.849,-21.078,-8.4415,-13.844,-8.4855,-2.1873,-8.4949,-4.2039,-11.612,-14.873,-4.1372,-10.493,-8.6996,-37.256,-1.8629,-23.75,-9.9283,-29.041,-6.0221,-8.0092,-17.309,-1.0751,-3.4072,-4.1299,-29.109,-51.004,-19.651,-34.076,-9.9338,-11.602,-8.6068,-7.2662,-0.84114,-11.74,-4.3094,-13.373,-1.3804,-9.6807,-20.765,-11.15,-11.568,-8.9348,-1.5939,-28.981,-1.0127
-11.087,-0.70378,-4.9219,-9.0211,-6.7448,-10.237,-22.207,-19.285,-12.836,-6.7328,-1.1738,-13.492,-10.138,-9.7973,-18.442,-1.5385,-8.9007,-9.7773,-34.895,-1.8091,-15.511,-15.424,-25.371,-4.1284,-5.9856,-17.239,-3.7075,-3.3306,-2.3677,-12.389,-29.826,-16.463,-52.661,-8.3634,-7.4841,-6.8852,-12.798,-1.0044,-27.027,-4.0818,-9.6582,-6.9793,-3.2262,-14.933,-10.239,-12.033,-8.9834,-3.9868,-29.942,-0.98686
-12.203,-0.69569,-2.8043,-4.9274,-7.7984,-11.275,-20.404,-12.47,-16.491,-5.3652,-1.1488,-11.643,-8.9122,-14.84,-7.3357,-1.5065,-1.4935,-7.2066,-32.364,-1.7609,-14.372,-17.477,-24.663,-5.7575,-4.6327,-15.188,-1.0595,-9.0789,-4.2527,-2.8789,-31.283,-22.446,-60.539,-11.874,-2.154,-8.5696,-8.7263,-10.371,-18.706,-1.7148,-4.1295,-11.574,-7.9528,-10.802,-9.4593,-5.37,-10.021,-3.9792,-29.955,-0.97456
-10.205,-4.1514,-17.247,-5.9315,-7.0136,-17.457,-24.504,-26.266,-12.169,-4.2554,-15.434,-6.2581,-9.9458,-11.439,-13.777,-1.4755,-8.572,-8.1649,-30.865,-5.1858,-19.282,-19.263,-23.785,-13.77,-10.536,-25.375,-1.0522,-7.2943,-4.2253,-2.8398,-46.828,-12.386,-40.806,-17.893,-14.614,-10.596,-6.1622,-4.242,-6.9953,-1.5706,-13.428,-6.9252,-9.2301,-21.909,-8.8233,-10.695,-12.87,-3.9689,-19.511,-3.6323
-12.087,-4.2961,-10.361,-7.4784,-14.357,-10.153,-26.793,-12.181,-10.976,-1.9098,-1.1152,-14.766,-13.331,-12.358,-19.795,-6.762,-9.7262,-5.2162,-31.022,-1.7217,-18.39,-15.888,-29.071,-5.9764,-3.0123,-23.62,-1.0348,-4.7625,-5.9164,-12.73,-35.654,-2.6458,-45.487,-8.1865,-4.541,-10.116,-7.6245,-0.82274,-8.0465,-4.2694,-7.8287,-27.832,-4.7652,-40.987,-10.987,-11.453,-13.222,-6.046,-24.36,-3.6181
-14.414,-4.0621,-2.7494,-9.2044,-16.769,-10.164,-23.971,-5.3309,-7.5536,-6.8073,-1.0969,-18.537,-2.4768,-8.7488,-14.54,-6.5189,-10.048,-9.5166,-31.89,-5.1652,-12.583,-9.5535,-23.164,-4.1282,-5.7192,-14.032,-1.0123,-4.7466,-5.9179,-25.987,-25.395,-19.152,-37.462,-9.3978,-7.8233,-9.4777,-6.2948,-15.28,-9.8699,-1.5304,-8.6901,-33.676,-6.6208,-32.378,-7.8067,-7.8393,-6.7778,-8.2501,-34.915,-0.96687
-12.517,-0.75061,-13.726,-10.413,-15.176,-7.7123,-32.667,-10.613,-5.1383,-1.6504,-1.0743,-25.71,-8.7071,-6.5653,-19.731,-1.4262,-5.7743,-3.5832,-36.582,-1.6713,-45.338,-16.176,-24.534,-9.4997,-8.8446,-13.86,-0.99073,-3.2051,-2.2754,-20.734,-25.824,-13.908,-34.326,-18.17,-6.562,-12.069,-10.334,-0.97238,-6.2564,-1.6125,-15.732,-15.576,-9.775,-32.244,-7.4713,-13.655,-11.964,-5.9849,-26.566,-0.9499
-15.739,-0.69436,-21.908,-10.087,-9.1009,-10.423,-25.55,-18.816,-7.8151,-6.9475,-1.0506,-21.336,-13.292,-6.4363,-13.998,-1.3964,-11.649,-9.6463,-39.743,-3.9036,-32.887,-12.888,-33.718,-5.9224,-7.6629,-18.749,-0.98726,-4.6677,-5.9032,-28.303,-30.333,-4.8982,-46.868,-10.26,-5.5504,-8.9121,-5.4229,-9.7263,-10.451,-6.3193,-14.263,-16.678,-6.527,-26.053,-15.049,-18.028,-7.6692,-3.9482,-24.352,-0.93771
-16.519,-0.68853,-23.302,-4.6384,-9.0785,-8.4411,-26.793,-20.553,-10.969,-1.8323,-4.1173,-22.277,-5.9376,-8.144,-6.0087,-4.088,-6.5363,-6.501,-42.128,-6.504,-17.412,-20.111,-28.213,-2.3558,-11.209,-16.99,-0.97314,-3.1047,-2.1629,-8.7054,-26.098,-4.8603,-60.905,-23.511,-10.359,-7.2012,-6.2571,-1.2792,-6.3,-3.9321,-15.348,-44.953,-9.0575,-25.088,-12.661,-4.75,-7.8634,-3.7492,-21.475,-0.92527
-18.23,-0.67191,-3.78,-5.665,-17.836,-5.6132,-18.377,-16.893,-6.7845,-6.8143,-12.659,-17.001,-12.183,-7.828,-10.261,-4.0792,-4.8318,-11.229,-29.911,-6.2093,-18.892,-6.3572,-25.44,-4.0297,-10.657,-24.21,-3.7156,-8.8429,-5.6297,-12.48,-33.014,-23.99,-34.439,-17.655,-2.0906,-14.779,-6.2389,-0.9496,-6.1062,-1.4733,-19.876,-36.542,-4.6932,-23.851,-9.7604,-9.2636,-12.871,-5.1504,-24.966,-0.9193
-17.996,-4.2448,-4.7046,-3.0435,-7.1897,-5.5414,-16.579,-19.372,-8.0001,-4.2055,-7.2931,-16.479,-4.1439,-7.1752,-13.458,-1.3637,-5.571,-6.6686,-38.868,-3.8951,-30.653,-10.774,-25.733,-4.1401,-9.2076,-31.181,-0.95985,-8.5095,-4.025,-4.6748,-23.797,-11.964,-42.253,-11.893,-4.4875,-7.7806,-8.106,-11.075,-7.3722,-3.9066,-14.122,-35.054,-9.6686,-21.557,-11.697,-14.055,-11.908,-6.3052,-19.892,-3.6201
-17.007,-0.67553,-4.6659,-2.9691,-7.253,-4.0326,-32.701,-12.406,-10.621,-14.418,-1.0136,-26.101,-8.8163,-10.73,-20.578,-1.3339,-8.1111,-5.053,-34.804,-4.7594,-19.135,-6.7095,-22.107,-4.0687,-7.0486,-27.014,-0.94529,-6.5286,-9.2461,-23.348,-16.374,-15.248,-41.201,-13.424,-6.2083,-14.546,-6.234,-8.5262,-5.0634,-1.4409,-1.9327,-109.17,-6.7333,-13.375,-10.287,-7.1421,-10.405,-1.5646,-22.731,-0.90249
-21.049,-10.135,-7.1356,-6.1297,-5.7647,-8.2261,-29.068,-15.131,-6.0725,-5.975,-0.99902,-22.995,-10.604,-12.341,-4.3336,-1.3248,-11.388,-11.22,-30.778,-5.1166,-20.19,-12.285,-22.639,-5.6167,-12.015,-23.931,-0.93492,-16.758,-6.6353,-9.6896,-27.254,-13.106,-44.824,-20.627,-8.7189,-11.414,-5.8337,-13.413,-6.3439,-3.9215,-15.084,-49.118,-4.6541,-19.358,-11.693,-11.522,-10.508,-6.2918,-23.963,-0.88427
-15.552,-0.96846,-9.7601,-4.5209,-7.0645,-5.8258,-25.947,-15.416,-9.2948,-1.627,-0.97197,-34.797,-8.6296,-10.462,-22.484,-1.299,-1.4168,-11.01,-29.641,-1.5712,-16.492,-12.106,-18.291,-7.5604,-7.4913,-27.002,-0.92021,-20.946,-2.4087,-8.5471,-29.19,-8.4082,-35.707,-5.0463,-14.15,-9.4088,-7.305,-7.4986,-13.863,-4.1921,-4.1398,-36.114,-6.0681,-22.607,-6.9646,-17.267,-6.239,-3.7232,-24.835,-8.4003
-21.943,-0.67415,-7.501,-7.4531,-9.8142,-8.7135,-22.036,-8.3778,-15.368,-7.8826,-0.95257,-21.674,-5.7165,-13.091,-18.029,-1.2767,-27.138,-3.585,-31.214,-5.0945,-20.785,-11.79,-23.179,-10.643,-4.5959,-25.983,-4.8236,-5.9206,-5.8501,-11.427,-22.44,-15.5,-33.259,-14.323,-14.902,-10.006,-5.068,-13.11,-9.4005,-3.8765,-4.1183,-32.627,-8.2712,-15.243,-11.378,-8.7059,-11.743,-7.9988,-17.617,-0.89157
-18.493,-0.66558,-12.872,-4.2216,-6.8834,-6.1831,-29.006,-9.3339,-9.5769,-6.6586,-0.93572,-20.378,-4.2606,-14.232,-4.3766,-4.0362,-1.5056,-4.8351,-33.568,-1.5364,-17.022,-10.193,-20.397,-2.2545,-6.9123,-21.958,-0.91037,-3.0397,-4.1535,-4.6406,-17.523,-22.846,-43.342,-20.633,-4.4934,-9.1155,-6.1732,-0.55576,-8.1054,-1.5277,-8.2119,-35.388,-6.4159,-97.759,-13.976,-16.171,-7.9505,-5.3599,-31.243,-0.87626
-17.634,-5.4954,-8.0108,-6.0962,-13.156,-7.727,-30.731,-9.5723,-13.222,-4.1856,-0.91998,-24.057,-2.5737,-15.569,-5.6749,-6.3305,-7.9859,-14.12,-29.252,-1.5039,-21.07,-13.736,-20.927,-3.9736,-2.8482,-24.478,-3.7214,-6.7816,-4.1173,-20.381,-18.04,-30.176,-33.051,-8.9205,-2.3996,-7.3922,-8.482,-0.54244,-3.702,-1.4067,-5.2142,-32.99,-6.5577,-48.692,-9.5936,-14.097,-12.304,-3.7108,-27.434,-9.059
-13.951,-0.7547,-6.7525,-4.4631,-5.311,-7.9175,-25.589,-8.9308,-9.1324,-3.8342,-0.91066,-4.7517,-11.864,-11.749,-7.2919,-3.8912,-22.007,-8.1445,-32.302,-1.4854,-21.039,-9.3155,-25.301,-14.841,-2.8064,-30.426,-0.89887,-2.9968,-7.4416,-8.6954,-48.429,-20.607,-38.441,-22.423,-5.4001,-9.9361,-9.2837,-0.93554,-20.69,-3.9281,-10.948,-32.495,-6.6513,-55.348,-7.6731,-11.021,-11.027,-6.2533,-25.276,-0.89727
