Upgrade.Package,Number.of.Commits,Number.of.changed.modules,Number.of.Modules.with.no.Commit.info,Module,Module.Alias,No.Commit.Info,Internal.TRs,Internal.real.TRs,Open.Internal.TRs,Internal.Duplicates,External.TRs,Real.External.TRs,Open.external.TRs,External.Duplicates,Invalid.Internal.TRs,Invalid.External.TRs,Positive.size.delta,Negative.size.delta,Number.of.unique.passed.test.cases,Type,DS.Code,Rel.to.Customer,Label,Release.Type,Number.of.files,Language,File.Complexity,Function.Complexity,Class.Complexity,lines,ncloc,Number.of.all.corrected.TRs,File.correct.TR,Created,Corrected.TRs.Internal,Corrected.TRs.External,Reported.TRs.Internal,Reported.TRs.External,Revert,Total.number.of.modules,Fake.UP,No.of.TRs.using.fake.UP,Development.TR,Rows.Added,Rows.Removed,Customer.Rel.Type,Type.of.Change,Test.Focus,Number.of.users,Repository,CL,No.of.users.on.file,No.of.commits.on.file,code_smells,classes,cognitive_complexity,duplicated_blocks,Modules_changed_Ratio,Num.LMCs.in.int-g2,Num.LMCs.in.empty_repo,Num.LMCs.in.wrat,Num.LMCs.in.common-grat,Num.LMCs.in.bbi,Num.LMCs.in.ncmain,Num.LMCs.in.sup,Num.LMCs.in.lrat,Num.LMCs.in.tn-comps,Num.LMCs.in.sync,Num.LMCs.in.pm_fwk,Num.LMCs.in.nci,Num.LMCs.in.oamImmHandler,Num.LMCs.in.oamcli,Num.LMCs.in.oamgui,Num.LMCs.in.racoam,Num.LMCs.in.bb,Num.LMCs.in.rcs-yocto,Num.LMCs.in.rcs-test,Num.LMCs.in.rbsiw1,Num.LMCs.in.ebb,Num.LMCs.in.common_hcms_rules,Num.LMCs.in.dfl-mgr,Number.of.Total.Files,Number.of.M.files,Number.of.A.files,Number.of.M+A.Files,Number.of.D.files,Number.of.E.files,Files.We.Are.Scanning,Num.files.empty,Num.files.c++,Num.files.xml,Num.files.cs,Num.files.py,Num.files.php,Num.files.java,Num.files.js,DuplicateLMCs,FilesFromDuplicateLMCs,DuplicateFilesSharingCommits,NumberOfIdentifiedNoisyFiles,Final.Positive.size.delta,Final.Negative.size.delta,Final.File.Complexity,Final.Function.Complexity,Final.Class.Complexity,Final.lines,Final.ncloc,Final.code_smells,Final.cognitive_complexity,Final.classes,Final.duplicated_blocks,Final.No.of.users.on.file,Final.No.of.commits.on.file,Final.Files.Post.Duplicate.Noisy,Final.Number.of.M.files,Final.Number.of.A.files,Final.Number.of.M+A.Files,Final.Number.of.D.files,Final.Number.of.E.files,Final.Rows.Added,Final.Rows.Removed,Final.File.correct.TR,Final.in.Repo.int-g2,Final.in.Repo.empty_repo,Final.in.Repo.wrat,Final.in.Repo.common-grat,Final.in.Repo.bbi,Final.in.Repo.ncmain,Final.in.Repo.sup,Final.in.Repo.lrat,Final.in.Repo.tn-comps,Final.in.Repo.sync,Final.in.Repo.pm_fwk,Final.in.Repo.nci,Final.in.Repo.oamImmHandler,Final.in.Repo.oamcli,Final.in.Repo.oamgui,Final.in.Repo.racoam,Final.in.Repo.bb,Final.in.Repo.rcs-yocto,Final.in.Repo.rcs-test,Final.in.Repo.rbsiw1,Final.in.Repo.ebb,Final.in.Repo.common_hcms_rules,Final.in.Repo.dfl-mgr,Final.Files.We.Are.Scanning,Final.Num.files.empty,Final.Num.files.c++,Final.Num.files.xml,Final.Num.files.cs,Final.Num.files.py,Final.Num.files.php,Final.Num.files.java,Final.Num.files.js,Slash
CXP9024418/6_R12A111,300,8,0,,,0,2,1,0,0,0,0,0,0,1,0,12088498,-10020418,0,G2,DS-,0,main,Development,4789,,83935,4560.6,27127.5,1445808,944695,12,0,2017-04-17,"","",HV82938,"",,46,,0,,265723,57338,"",,,,,3,,,1468,130,3334,0,0.173913043478261,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6697,4625,807,5432,1265,0,2482,4215,2130,250,0,11,0,91,0,1,1908,3650,,4660097,-4907639,33478,1938.6,10370,690832,456699,1029,2026,103,0,,,2964,1992,371,2363,601,0,139588,24059,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1083,1881,817,188,0,9,0,69,0,6
CXP9024418/6_R12A112,303,9,0,,,0,10,7,0,0,0,0,0,0,3,0,12423157,-10595770,941,G2,DS-,0,main,Development,4895,,87229,4645.9,28296.3,1479280,967574,12,326,2017-04-17,HV24158|HV55889|HV59175|HV67732|HV73090|HV75127|HV76855|HV78056|HV79373|HV79843|HV80478,HV64432,HV80952|HV80980|HV81235|HV82938|HV83436|HV84682|HV84852,"",,46,,0,,274296,57935,"",,1,,,3,,,1593,132,3606,0,0.195652173913043,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6803,4670,825,5495,1308,0,2546,4257,2187,252,0,11,3,93,0,1,1908,3650,,4994756,-5482991,36772,2023.9,11538.8,724304,479578,1154,2298,105,0,,,3070,2037,389,2426,644,0,148161,24656,115,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1147,1923,874,190,0,9,3,71,0,6
CXP9024418/6_R5F32,8,3,0,,,0,0,0,0,0,0,0,0,0,0,0,1397,-873,633,G2,DS-,0,17.Q1.4,Development,62,,288,10.6,0,6346,4196,2,1,2017-04-18,HV75932,"","","",,65,,1,,195,172,"",,1,,,,,,0,0,0,0,0.0461538461538462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,62,62,0,62,0,0,4,58,3,0,0,1,0,0,0,0,0,0,,1397,-873,288,10.6,0,6346,4196,0,0,0,0,,,62,62,0,62,0,0,195,172,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,58,3,0,0,1,0,0,0,6
CXP9024418/6_R11A177,1,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,-52,260,G2,DS-,0,MTR,Development,9,,0,0,0,0,0,0,0,2017-04-18,"","","","",,67,,0,,46,46,"",,1,,,,9,18,0,0,0,0,0.0298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,0,-52,0,0,0,0,0,0,0,0,0,,,9,9,0,9,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6
CXP9024418/6_R12A121,309,14,0,,,0,13,7,2,0,0,0,0,0,6,0,12333970,-7855650,957,G2,DS-,0,main,Development,5792,,85980,4353.6,24338.6,1299436,854898,21,296,2017-04-18,HV24158|HV55889|HV59175|HV67732|HV73090|HV74912|HV75127|HV76855|HV77341|HV78056|HV79373|HV79843|HV80478|HV80790|HV80952,HV64432|HV79478,HV81369|HV81401|HV81645|HV81781|HV82615|HV83427|HV86700,"",,46,,0,,218919,50143,"",,1,,,3,,,2457,118,5365,0,0.304347826086957,2,0,1,1,1,5,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5857,4078,767,4845,1012,0,2337,3520,2048,194,0,4,5,86,0,1,65,4921,,4781107,-3725516,48033,2402.1,15001.1,730446,479770,1776,3292,80,0,,,2726,1928,350,2278,448,0,113614,22216,133,2,0,1,1,1,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1255,1471,1062,127,0,2,3,61,0,6
CXP9024418/6_R12A125,90,7,0,,,0,1,1,0,0,0,0,0,0,0,0,192897,-9324878,417,G2,DS-,0,main,Development,660,,22163,765.3,6676.2,305723,175330,4,26,2017-04-19,HV76855|HV79373|HV80478,"",HV81658,"",,46,,0,,201851,90415,"",,0,,,3,,,474,19,1388,0,0.152173913043478,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,672,624,26,650,22,0,323,349,297,13,0,0,0,13,0,1,12,0,,191374,-9324092,21908,757.3,6448.7,300192,171008,400,1185,13,0,,,660,613,25,638,22,0,201791,90398,26,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,317,343,297,11,0,0,0,9,0,6
CXP9024418/6_R5E82,2,2,0,,,0,2,0,0,2,0,0,0,0,0,0,72,0,165,G2,DS-,0,17.Q1.3,Development,17,,0,0,0,0,0,0,0,2017-04-19,"","","","",,65,,0,,83,83,"",,1,,,,,,0,0,0,0,0.0307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,17,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,10,,36,0,0,0,0,0,0,0,0,0,0,,,12,12,0,12,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6
CXP9024418/6_R5F35,4,3,0,,,0,0,0,0,0,0,0,0,0,0,0,2053,-427,569,G2,DS-,0,17.Q1.4,Development,12,,202,12.3,55,4101,2698,2,6,2017-04-19,HV75448,HV76608,"","",,65,,0,,213,184,"",,1,,,,,,0,0,0,0,0.0461538461538462,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,0,12,0,0,6,6,4,1,0,0,0,1,0,0,0,0,,2053,-427,202,12.3,55,4101,2698,0,0,0,0,,,12,12,0,12,0,0,213,184,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,4,1,0,0,0,1,0,6
CXP9024418/6_R13A04,289,18,0,,,0,8,3,0,2,0,0,0,0,3,0,6553438,-5295584,1044,G2,DS-,0,main,Development,3423,,104566,5198.9,40672.4,1746457,1107204,22,267,2017-04-19,HV26315|HV42077|HV49204|HV62703|HV64947|HV65560|HV65936|HV68546|HV72775|HV75101|HV75471|HV75732|HV76695|HV76855|HV77464|HV77948|HV79373|HV79883|HV80478,HV62487,HV82378|HV82742|HV85219,"",,46,,1,,162599,42277,"",,1,,,4,,,800,70,2534,0,0.391304347826087,3,0,1,0,0,7,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,4948,3963,752,4715,233,0,3219,1729,2942,202,0,14,12,49,0,4,1598,1457,,2445848,-2069525,55418,3106.7,22383.5,1005597,636286,769,2350,59,0,,,2474,2104,269,2373,101,0,69472,24142,156,2,0,1,0,0,3,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1758,716,1595,108,0,6,7,42,0,6
CXP9024418/6_R5F36,3,2,0,,,0,3,3,0,0,0,0,0,0,0,0,804,0,71,G2,DS-,0,17.Q1.4,Development,13,,556,68.1,0,11345,7329,1,5,2017-04-20,HV58979,"",HV80465|HV82462|HW31126,"",,65,,0,,82,57,"",,0,,,,,,0,0,0,0,0.0307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,13,0,13,0,0,5,8,5,0,0,0,0,0,0,0,0,6,,804,0,556,68.1,0,11345,7329,0,0,0,0,,,10,10,0,10,0,0,64,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,6
CXP9024418/6_R13A10,40,6,0,,,0,3,2,0,1,0,0,0,0,0,0,351337,-2711454,63,G2,"",0,main,Development,304,,8610,384.9,1525.2,139633,91840,5,8,2017-04-20,HV65945|HV76898|HV77470,"",HV82497|HV82720,"",,46,,1,,11446,2287,"",,0,,,2,,,1119,37,1128,0,0.130434782608696,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,343,232,36,268,75,0,210,133,114,66,0,2,2,26,0,1,39,0,,345091,-2686407,7449,357.8,1238.2,122883,79941,717,732,23,0,,,304,213,23,236,68,0,11066,2012,8,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,178,126,108,46,0,1,1,22,0,6
CXP9024418/6_R5F38,2,2,0,,,0,2,1,0,1,0,0,0,0,1,0,2,-1024,557,G2,DS-,0,17.Q1.4,Development,10,,0,0,0,4397,3118,1,2,2017-04-20,HV81417,"",HV82517,"",,65,,0,,83,98,"",,1,,,,,,0,0,0,0,0.0307692307692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,0,10,0,0,2,8,0,2,0,0,0,0,0,0,0,0,,2,-1024,0,0,0,4397,3118,0,0,0,0,,,10,10,0,10,0,0,83,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,6
CXP9024418/6_R13A15,35,6,1,,,0.166666666666667,10,4,0,2,0,0,0,0,4,0,384207,-236219,979,G2,"",0,main,Development,481,,511313,12757.2,32423.5,5311299,4149524,8,178,2017-04-20,HV57528|HV73436|HV75380|HV76835,HV57073|HV74532,HV82139|HV82361|HV87152|HV91404,"",,46,,1,,13726,5319,"",,1,,,4,,,658,26,820,0,0.130434782608696,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,636,577,40,617,19,0,565,71,473,55,0,2,15,20,0,1,155,0,,235007,-150077,503393,12553.7,31669.6,5202666,4074504,329,410,13,0,,,481,441,27,468,13,0,9142,4447,178,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,415,66,343,47,0,2,13,10,0,6
CXP9024418/6_R12A144,65,15,12,,,0.8,1,0,0,0,0,0,0,0,1,0,57013,-9801917,230,G2,DS-,0,MTR,Development,648,,18906,905.3,2803.7,445356,255690,4,40,2017-04-20,HV75101|HV75119|HV79883|HV81671,"","","",,67,,0,,211860,87719,"",,1,,,,,,0,0,0,0,0.223880597014925,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,648,564,9,573,75,0,291,357,280,11,0,0,0,0,0,0,0,18,,57013,-9801906,18906,905.3,2803.7,445356,255690,0,0,0,0,,,639,555,9,564,75,0,211849,87708,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,291,348,280,11,0,0,0,0,0,6
CXP9024418/6_R13A16,16,3,1,,,0.333333333333333,2,1,0,0,0,0,0,0,1,0,32038,-1009,0,G2,DS-,0,main,Development,171,,1739,64.7,1199,26617,16963,0,0,2017-04-20,"","",HV83404,"",,46,,0,,2090,1668,"",,,,,3,,,5,1,8,0,0.0652173913043478,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,0,171,0,0,38,133,32,3,0,0,0,3,0,0,0,0,,32038,-1009,1739,64.7,1199,26617,16963,5,8,1,0,,,171,171,0,171,0,0,2090,1668,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,133,32,3,0,0,0,3,0,6
CXP9024418/6_R13A20,4,3,0,,,0,2,1,0,0,0,0,0,0,1,0,6678,-116,0,G2,DS-,0,main,Development,13,,562,14.7,335,7484,5156,0,0,2017-04-21,"","",HV83249,"",,46,,0,,262,65,"",,,,,3,,,0,0,0,0,0.0652173913043478,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,5,18,0,0,8,10,6,0,0,0,0,2,0,1,5,0,,5098,-58,428,12.7,268,5448,3546,0,0,0,0,,,13,10,3,13,0,0,219,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,0,0,1,0,6
CXP9024418/6_R5F39,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,4,-8,525,G2,DS-,0,17.Q1.4,Development,5,,0,0,0,0,0,0,0,2017-04-21,"","","","",,65,,0,,28,28,"",,1,,,,,,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,4,-8,0,0,0,0,0,0,0,0,0,,,5,5,0,5,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6
CXP9024418/6_R13A25,263,11,0,,,0,2,0,0,0,0,0,0,0,2,0,4360555,-5742853,0,G2,DS-,0,main,Development,3837,,74352,3858.2,26968.6,1104732,695013,14,205,2017-04-21,HV24158|HV42077|HV62703|HV65560|HV75471|HV75732|HV76695|HV76855|HV79373|HV79843|HV80478|HV81369|HV82139,"","","",,45,,0,,109847,37277,"",,,,,3,,,572,48,2110,0,0.244444444444444,0,0,1,1,0,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3859,3214,451,3665,194,0,2373,1486,2225,82,0,2,0,64,0,1,22,2246,,2841709,-3105276,54838,2924.4,22316.2,800053,505043,567,2102,47,0,,,2699,2282,300,2582,117,0,75081,26340,161,0,0,1,1,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1807,892,1670,79,0,2,0,56,0,6
CXP9024418/6_R12A149,1470,3,0,,,0,1,0,0,1,0,0,0,0,0,0,31665090,-25264978,188,G2,DS-,0,MTR,Development,13106,,107805,8729.1,49084.8,1737836,1048858,66,519,2017-04-21,HU74205|HV18664|HV24158|HV28147|HV35991|HV42077|HV42345|HV42521|HV44316|HV53753|HV55797|HV55889|HV57472|HV58726|HV59175|HV59616|HV59721|HV59791|HV60540|HV61237|HV61586|HV61752|HV62703|HV63046|HV63243|HV63625|HV63685|HV64383|HV64699|HV65508|HV65560|HV65936|HV66212|HV67732|HV69107|HV69163|HV69239|HV71795|HV72775|HV73090|HV73171|HV73436|HV75119|HV75127|HV75471|HV75732|HV76695|HV77464|HV78056|HV79373|HV79843|HV80478|HV81671,HV22832|HV56285|HV57834|HV60195|HV64432|HV66827|HV68009|HV69736|HV75389|HV75453,"","",,67,,1,,1553,1062,"",,1,,,,,,8132,1109,17188,0,0.0447761194029851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13106,6870,2806,9676,3430,0,6521,6585,4981,303,0,15,0,1221,1,0,0,2,,31665087,-25264978,107805,8729.1,49084.8,1737836,1048858,8132,17188,1109,0,,,13105,6869,2806,9675,3430,0,1547,1056,519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6521,6584,4981,303,0,15,0,1221,1,6
CXP9024418/6_R13A28,285,17,5,,,0.294117647058824,6,5,0,1,0,0,0,0,0,0,4549635,-5789303,852,G2,DS-,0,main,Development,3988,,76578,4139.7,26697.9,1158778,727979,15,217,2017-04-21,HV24158|HV42077|HV62703|HV65560|HV75471|HV75732|HV76695|HV76855|HV78626|HV79373|HV79535|HV79843|HV80478|HV81369|HV82139,"",HV80444|HV82599|HV83249|HV83404|HW16878,"",,45,,0,,118684,39767,"",,1,,,3,,,933,77,3184,0,0.377777777777778,3,5,1,1,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4128,3429,498,3927,201,0,2630,1498,2365,157,0,27,4,77,0,2,140,2228,,3018445,-3152880,56978,3098.9,22247.1,835580,528464,691,2658,59,0,,,2864,2407,335,2742,122,0,81237,27284,176,1,0,1,1,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1945,919,1763,116,0,11,2,53,0,6
CXP9024418/6_R13A29,70,1,0,,,0,3,2,0,0,0,0,0,0,1,0,376967,-40554,127,G2,DS-,0,main,Development,477,,2392,120.8,1863.9,44181,32563,0,0,2017-04-21,"","",HV82671|HV82792,"",,45,,0,,8507,2259,"",,0,,,3,,,879,75,1632,0,0.0222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,372,99,471,6,0,151,326,0,77,0,19,3,52,0,0,0,0,,376967,-40554,2392,120.8,1863.9,44181,32563,879,1632,75,0,,,477,372,99,471,6,0,8507,2259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,326,0,77,0,19,3,52,0,6
CXP9024418/6_R5F40,1,1,0,,,0,10,3,0,0,2,0,0,1,6,2,84,0,750,G2,DS4,1,17.Q1.4,Post-GA,1,,0,0,0,0,0,1,1,2017-04-22,HV81769,"",HV83254|HW24445|HW32661,"",,65,,0,,24,21,IP,,1,,,,,,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,84,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,24,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
CXP9024418/6_R12A154,174,3,0,,,0,2,2,0,0,0,0,0,0,0,0,162823,-375966,179,G2,DS-,0,MTR,Development,435,,9886,593.8,3533.3,122800,78268,25,59,2017-04-22,HV67210|HV73145|HV76146|HV76528|HV76810|HV78626|HV79176|HV79255|HV79296|HV79518|HV79535|HV79891|HV80980|HV81369|HV81401|HV81417|HV81631|HV81645|HV81769|HV81839|HV82139|HV82671|HV84253,HV81738,HV82656|HV83001,"",,67,,1,,10219,3381,"",,1,,,,,,0,0,0,0,0.0447761194029851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,435,418,5,423,12,0,167,268,83,0,0,0,0,84,0,0,0,0,,162823,-375966,9886,593.8,3533.3,122800,78268,0,0,0,0,,,435,418,5,423,12,0,10219,3381,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167,268,83,0,0,0,0,84,0,6
CXP9024418/6_R13A34,7,3,0,,,0,16,4,0,6,0,0,0,0,7,0,3329,-50,1198,G2,DS-,0,main,Development,13,,664,13.6,233,17218,12728,0,0,2017-04-22,"","",HV82668|HV83821|HV86128|HV86372,"",,45,,0,,550,475,"",,1,,,3,,,0,0,0,0,0.0666666666666667,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,23,0,0,20,3,2,14,0,0,0,4,0,1,10,0,,3080,-25,332,6.8,116.5,8609,6364,0,0,0,0,,,13,13,0,13,0,0,310,238,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,7,0,0,0,2,0,6
CXP9024418/6_R5F41,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,-44,460,G2,DS-,0,17.Q1.4,Development,9,,0,0,0,0,0,0,0,2017-04-24,"","","","",,65,,0,,43,43,"",,1,,,,,,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,0,-44,0,0,0,0,0,0,0,0,0,,,9,9,0,9,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6
CXP9024418/6_R13A38,131,9,0,,,0,2,1,0,0,0,0,0,0,1,0,2296499,-3205671,114,G2,DS-,0,main,Development,1900,,56078,1972.5,11452.6,1043929,700208,8,80,2017-04-24,HV24158|HV41581|HV73454|HV77262|HV78056|HV79843|HV81631|HV81769,"",HV83395,"",,45,,0,,68802,16149,"",,0,,,3,,,920,57,2951,0,0.2,0,0,0,1,0,3,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1987,1611,209,1820,167,0,1321,666,1063,224,0,0,0,34,0,1,87,1016,,1240373,-2788857,32662,1234.4,6201.8,746298,508953,429,1305,27,0,,,1313,1089,113,1202,111,0,37027,11088,70,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,834,479,630,186,0,0,0,18,0,6
CXP9024418/6_R5G03,2,6,0,,,0,0,0,0,0,0,0,0,0,0,0,368,0,144,G2,DS-,0,17.Q1.5,Development,6,,55,1.9,55,563,332,1,0,2017-04-24,"","","","",,65,,0,,34,29,"",,1,,,,,,0,0,0,0,0.0923076923076923,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,0,6,0,0,1,5,0,0,0,0,0,1,0,0,0,0,,368,0,55,1.9,55,563,332,0,0,0,0,,,6,6,0,6,0,0,34,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,6
CXP9024418/6_R13A39,8,3,0,,,0,1,1,0,0,0,0,0,0,0,0,27436,-3882,0,G2,DS-,0,main,Development,30,,3928,220.8,416,46999,32832,0,0,2017-04-24,"","",HV83871,"",,45,,0,,1114,641,"",,,,,3,,,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,34,0,34,0,0,32,2,19,4,1,0,0,8,0,1,4,0,,23926,-3860,3720,215.7,208,43239,29990,0,0,0,0,,,30,30,0,30,0,0,1012,616,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,2,19,4,1,0,0,4,0,6
CXP9024418/6_R12A158,15,2,0,,,0,0,0,0,0,0,0,0,0,0,0,298400,-172284,181,G2,DS-,0,MTR,Development,155,,15840,407,1507.8,217266,150040,1,0,2017-04-24,"","","","",,67,,1,,9168,1744,"",,1,,,,,,658,26,820,0,0.0298507462686567,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,272,26,298,12,0,300,10,260,16,0,0,4,20,0,1,155,0,,149200,-86142,7920,203.5,753.9,108633,75020,329,410,13,0,,,155,136,13,149,6,0,4584,872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,130,8,0,0,2,10,0,6
CXP9024418/6_R13A41,183,13,0,,,0,4,1,0,0,0,0,0,0,3,0,12748247,-5941436,821,G2,DS-,0,main,Development,3465,,85698,4656.4,22396.5,1225097,749909,11,250,2017-04-24,HV24158|HV59175|HV73090|HV76855|HV78056|HV79373|HV79518|HV79843|HV80478|HV82671,"",HV83871,"",,45,,1,,288208,118714,"",,1,,,3,,,1109,70,2756,0,0.288888888888889,0,0,1,1,1,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3802,2701,681,3382,420,0,1885,1917,1674,160,1,3,3,44,0,2,337,1513,,11815485,-3398939,67171,3492.8,14017.6,936142,566686,783,1864,49,0,,,2334,1850,325,2175,159,0,261251,105524,130,0,0,1,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1401,933,1254,109,1,3,3,31,0,6
CXP9024418/6_R12A159,7449,37,8,,,0.216216216216216,23,23,0,0,1,1,0,0,0,0,429843058,-170154796,52,G2,DS2/8,1,MTR,Post-GA,85832,,1713745,76701.8,347239.9,25661271,15903424,417,0,2017-04-24,"","",HV83328|HV83471|HV83846|HV83961|HV84092|HV84305|HV84563|HV84718|HV84871|HV84917|HV86240|HV86708|HV87220|HV87410|HV87456|HV87964|HV91597|HV92230|HV94299|HV94614|HV98260|HW11738|HW16186,HW46559,,65,,40,,2095481,836545,AD,,0,,,,,,53826,5568,115242,0,0.569230769230769,3,8,1,0,1,13,1,0,2,1,1,1,2,1,0,1,1,0,0,0,0,0,0,89315,40646,31503,72149,17166,0,38612,50703,28766,2943,1,155,32,6700,15,3,3483,39909,,362173801,-115022991,1410344,55657,212316,20909571,12895224,30316,64313,2865,0,,,59815,25289,24940,50229,9586,0,1823338,796745,0,3,0,1,0,1,11,1,0,1,1,1,1,2,1,0,1,1,0,0,0,0,0,0,23521,36294,17549,2552,1,135,26,3247,11,6
