Upgrade.Package,Number.of.Commits,Number.of.changed.modules,Number.of.Modules.with.no.Commit.info,Module,Module.Alias,No.Commit.Info,Internal.TRs,Internal.real.TRs,Open.Internal.TRs,Internal.Duplicates,External.TRs,Real.External.TRs,Open.external.TRs,External.Duplicates,Invalid.Internal.TRs,Invalid.External.TRs,Positive.size.delta,Negative.size.delta,Number.of.unique.passed.test.cases,Type,DS.Code,Rel.to.Customer,Label,Release.Type,Number.of.files,Language,File.Complexity,Function.Complexity,Class.Complexity,lines,ncloc,Number.of.all.corrected.TRs,File.correct.TR,Created,Corrected.TRs.Internal,Corrected.TRs.External,Reported.TRs.Internal,Reported.TRs.External,Revert,Total.number.of.modules,Fake.UP,No.of.TRs.using.fake.UP,Development.TR,Rows.Added,Rows.Removed,Customer.Rel.Type,Type.of.Change,Test.Focus,Number.of.users,Repository,CL,No.of.users.on.file,No.of.commits.on.file,code_smells,classes,cognitive_complexity,duplicated_blocks,Modules_changed_Ratio,Num.LMCs.in.int-g2,Num.LMCs.in.empty_repo,Num.LMCs.in.wrat,Num.LMCs.in.common-grat,Num.LMCs.in.bbi,Num.LMCs.in.ncmain,Num.LMCs.in.sup,Num.LMCs.in.lrat,Num.LMCs.in.tn-comps,Num.LMCs.in.sync,Num.LMCs.in.pm_fwk,Num.LMCs.in.nci,Num.LMCs.in.oamImmHandler,Num.LMCs.in.oamcli,Num.LMCs.in.oamgui,Num.LMCs.in.racoam,Num.LMCs.in.bb,Num.LMCs.in.rcs-yocto,Num.LMCs.in.rcs-test,Num.LMCs.in.rbsiw1,Num.LMCs.in.ebb,Num.LMCs.in.common_hcms_rules,Num.LMCs.in.dfl-mgr,Number.of.Total.Files,Number.of.M.files,Number.of.A.files,Number.of.M+A.Files,Number.of.D.files,Number.of.E.files,Files.We.Are.Scanning,Num.files.empty,Num.files.c++,Num.files.xml,Num.files.cs,Num.files.py,Num.files.php,Num.files.java,Num.files.js,DuplicateLMCs,FilesFromDuplicateLMCs,DuplicateFilesSharingCommits,NumberOfIdentifiedNoisyFiles,Final.Positive.size.delta,Final.Negative.size.delta,Final.File.Complexity,Final.Function.Complexity,Final.Class.Complexity,Final.lines,Final.ncloc,Final.code_smells,Final.cognitive_complexity,Final.classes,Final.duplicated_blocks,Final.No.of.users.on.file,Final.No.of.commits.on.file,Final.Files.Post.Duplicate.Noisy,Final.Number.of.M.files,Final.Number.of.A.files,Final.Number.of.M+A.Files,Final.Number.of.D.files,Final.Number.of.E.files,Final.Rows.Added,Final.Rows.Removed,Final.File.correct.TR,Final.in.Repo.int-g2,Final.in.Repo.empty_repo,Final.in.Repo.wrat,Final.in.Repo.common-grat,Final.in.Repo.bbi,Final.in.Repo.ncmain,Final.in.Repo.sup,Final.in.Repo.lrat,Final.in.Repo.tn-comps,Final.in.Repo.sync,Final.in.Repo.pm_fwk,Final.in.Repo.nci,Final.in.Repo.oamImmHandler,Final.in.Repo.oamcli,Final.in.Repo.oamgui,Final.in.Repo.racoam,Final.in.Repo.bb,Final.in.Repo.rcs-yocto,Final.in.Repo.rcs-test,Final.in.Repo.rbsiw1,Final.in.Repo.ebb,Final.in.Repo.common_hcms_rules,Final.in.Repo.dfl-mgr,Final.Files.We.Are.Scanning,Final.Num.files.empty,Final.Num.files.c++,Final.Num.files.xml,Final.Num.files.cs,Final.Num.files.py,Final.Num.files.php,Final.Num.files.java,Final.Num.files.js,Slash
CXP9024418/4_R6N,436,19,1,,,0.0526315789473684,3,3,0,0,1,1,0,0,0,0,8270687,-37009708,88,G2,"",0,16B_LMT,Development,8249,,82997,5339.3,23506.9,1103954,667185,23,103,2016-03-09,HU46593|HU58165|HU58866|HU59143|HU60611|HU60930|HU61488|HU61720|HU61780|HU61781|HU61881|HU62508,HU44767|HU53994,HU65694|HU67920|HW39145,HV56685,,52,,0,,177798,36062,"",,1,,,,,,5464,388,8739,0,0.365384615384615,3,1,1,1,1,6,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8259,3373,1003,4376,3883,0,2002,6257,1457,244,11,5,0,285,0,1,10,5005,,7673145,-15269615,70032,4837.7,17781.1,953339,568819,4637,7025,340,0,,,5125,2619,941,3560,1565,0,161203,32692,94,2,0,0,1,1,5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1696,3429,1227,204,11,5,0,249,0,4
CXP9024418/4_R2CMB,28,5,1,,,0.2,3,2,0,1,0,0,0,0,0,0,95718,-146198,36,G2,"",0,main,Development,147,,6371,366,1310.6,115918,75998,2,0,2016-03-10,"","",HU66007|HU66222,"",,52,,0,,3777,2571,"",,0,,,2,,,30,9,75,0,0.0961538461538462,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,147,134,7,141,6,0,135,12,70,42,1,0,1,21,0,0,0,0,,95718,-146198,6371,366,1310.6,115918,75998,30,75,9,0,,,147,134,7,141,6,0,3777,2571,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,135,12,70,42,1,0,1,21,0,4
CXP9024418/4_R2CMJ,192,11,1,,,0.0909090909090909,6,5,0,0,0,0,0,0,1,0,8607985,-5121328,41,G2,"",0,main,Development,2306,,45130,2074.3,8806.7,952701,611819,15,76,2016-03-10,HU38397|HU48842|HU57903|HU58866|HU60633|HU61192|HU62490|HU62608|HU63455|HU64221|HU64533|HU64720,HU53562|HU54084,HU62608|HU65718|HU65876|HU67312|HU69194,"",,53,,1,,206170,27772,"",,0,,,3,,,4053,383,8406,0,0.207547169811321,1,1,1,1,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2306,1715,410,2125,181,0,1158,1148,798,107,6,2,0,245,0,0,0,815,,7128936,-5010864,34826,1585.7,6144.9,798682,513053,2427,5150,238,0,,,1879,1408,293,1701,178,0,168805,22727,75,1,0,0,1,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,845,1034,604,86,4,1,0,150,0,4
CXP9024418/4_R2CMK,7,3,0,,,0,0,0,0,0,0,0,0,0,0,0,55503,-2039,538,G2,"",0,main,Development,21,,1702,22.4,153.4,17075,12497,0,0,2016-03-10,"","","","",,53,,0,,1535,274,"",,1,,,3,,,0,0,0,0,0.0566037735849057,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,3,28,1,0,26,3,6,12,0,0,0,8,0,1,8,0,,28510,-1634,851,11.2,76.7,9213,6857,0,0,0,0,,,21,18,2,20,1,0,859,213,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,3,12,0,0,0,4,0,4
CXP9024418/4_R6AB,9,3,1,,,0.333333333333333,2,1,0,0,0,0,0,0,1,0,82010,-25966,82,G2,"",0,16B_LMT,Development,41,,142,9.5,0,4457,2440,6,26,2016-03-10,HU58414|HU60633|HU62490|HU63400,HU62096,HU71118,"",,53,,1,,2422,1133,"",,0,,,,,,0,0,0,0,0.0566037735849057,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,41,0,0,2,39,2,0,0,0,0,0,0,0,0,0,,82010,-25966,142,9.5,0,4457,2440,0,0,0,0,,,41,41,0,41,0,0,2422,1133,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,2,0,0,0,0,0,0,4
CXP9024418/4_R6AC,6,2,0,,,0,0,0,0,0,0,0,0,0,0,0,27357,-2401,361,G2,"",0,16B_LMT,Development,29,,892,18.9,76.7,12545,8897,0,0,2016-03-11,"","","","",,53,,0,,1111,494,"",,1,,,,,,0,0,0,0,0.0377358490566038,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,1,29,0,0,15,14,5,6,0,0,0,4,0,0,0,0,,27357,-2401,892,18.9,76.7,12545,8897,0,0,0,0,,,29,28,1,29,0,0,1111,494,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,5,6,0,0,0,4,0,4
CXP9024418/4_R6AE,89,2,0,,,0,1,1,0,0,0,0,0,0,0,0,412883,-221060,375,G2,DS-,0,16B_LMT,Development,408,,17558,586.2,4489.4,261678,185586,6,4,2016-03-11,HU62607|HU63240|HU64798,"",HU66639,"",,53,,2,,13383,10337,"",,1,,,,,,1386,102,3678,0,0.0377358490566038,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,379,24,403,5,0,365,43,254,39,0,0,4,68,0,0,0,0,,412883,-221060,17558,586.2,4489.4,261678,185586,1386,3678,102,0,,,408,379,24,403,5,0,13383,10337,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,43,254,39,0,0,4,68,0,4
CXP9024418/4_R2CNK,138,13,1,,,0.0769230769230769,1,1,0,0,0,0,0,0,0,0,26917223,-765822,538,G2,"",0,main,Development,818,,29836,1901.2,7342.4,451088,278405,12,77,2016-03-11,HU54990|HU57903|HU63237|HU63742|HU64862|HU64884|HU65324|HU65694|HU66105,"",HU67089,"",,53,,2,,52706,17265,"",,1,,,3,,,4668,164,5074,0,0.245283018867925,2,1,1,1,0,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1016,589,268,857,159,0,809,207,545,104,8,1,4,147,0,1,198,54,,26542422,-458574,26088,1663.3,5448.4,372624,235518,4319,4166,132,0,,,791,511,190,701,90,0,39990,13996,59,2,0,0,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,631,160,409,92,5,1,2,122,0,4
CXP9024418/4_R6AK,66,3,0,,,0,5,3,0,0,1,1,0,1,1,0,607849,-325727,95,G2,DS-,0,16B_LMT,Development,450,,8181,415.5,2834.5,230580,149169,4,36,2016-03-12,HU58414|HU63237|HU64344,"",HU69144|HU69186|HV14473,HU53634,,53,,1,,23505,8250,"",,1,,,,,,1668,119,2515,0,0.0566037735849057,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,241,139,380,70,0,333,117,206,45,1,1,2,78,0,0,0,0,,607849,-325727,8181,415.5,2834.5,230580,149169,1668,2515,119,0,,,450,241,139,380,70,0,23505,8250,36,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,117,206,45,1,1,2,78,0,4
CXP9024418/4_R2CSC,52,6,0,,,0,1,1,0,0,0,0,0,0,0,0,1342773,-325697,260,G2,DS-,0,main,Development,587,,10226,874.2,4456.3,151557,96232,4,23,2016-03-12,HU58414|HU64344|HU66074|HU66198,"",HU66705,"",,53,,0,,38563,6597,"",,0,,,3,,,975,90,3096,0,0.113207547169811,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,587,218,299,517,70,0,465,122,333,28,1,0,2,101,0,0,0,14,,1332625,-325693,9060,863.1,3994.4,137313,86668,662,2002,61,0,,,580,211,299,510,70,0,38325,6581,23,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,458,122,333,27,1,0,2,95,0,4
CXP9024418/4_R2CSF,5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,26,-36232,549,G2,DS-,0,main,Development,17,,701,26.3,120.2,7997,5517,0,0,2016-03-12,"","","","",,53,,0,,100,139,"",,1,,,3,,,0,0,0,0,0.0188679245283019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,12,5,0,17,0,15,2,0,0,0,0,0,0,0,0,,26,-36232,701,26.3,120.2,7997,5517,0,0,0,0,,,17,12,0,12,5,0,100,139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,2,0,0,0,0,0,4
CXP9024418/4_R2CSV,8,2,0,,,0,4,0,0,1,0,0,0,0,3,0,12581,-139,587,G2,DS-,0,main,Development,14,,490,19.1,321,6886,4810,0,0,2016-03-13,"","","","",,53,,0,,1115,854,"",,1,,,3,,,0,0,0,0,0.0377358490566038,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,0,0,10,4,0,6,0,0,0,4,0,0,0,0,,12581,-139,490,19.1,321,6886,4810,0,0,0,0,,,14,14,0,14,0,0,1115,854,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,6,0,0,0,4,0,4
CXP9024418/4_R2CTG,10,2,0,,,0,5,1,0,1,0,0,0,0,4,0,2318557,-1094722,274,G2,DS-,0,main,Development,76,,1754,75.5,366.3,66161,36770,0,0,2016-03-14,"","",HU67391,"",,53,,0,,68598,3504,"",,0,,,3,,,2704,32,170,0,0.0377358490566038,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,51,20,71,5,0,41,35,26,2,0,0,1,12,0,0,0,0,,2318557,-1094722,1754,75.5,366.3,66161,36770,2704,170,32,0,,,76,51,20,71,5,0,68598,3504,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,35,26,2,0,0,1,12,0,4
CXP9024418/4_R6AL,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1028,0,80,G2,DS-,0,16B_LMT,Development,189,,18,0,0,17559,14628,0,0,2016-03-14,"","","","",,53,,0,,217,207,"",,1,,,,,,60,0,0,0,0.0188679245283019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,189,0,189,0,0,40,149,0,39,0,1,0,0,0,0,0,0,,1028,0,18,0,0,17559,14628,60,0,0,0,,,189,189,0,189,0,0,217,207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,149,0,39,0,1,0,0,0,4
CXP9024418/4_R2CTT,87,10,0,,,0,8,5,0,1,0,0,0,0,2,0,5634070,-392954,562,G2,DS-,0,main,Development,924,,33431,2007.9,4874.6,689017,410799,12,53,2016-03-14,HU48991|HU54990|HU63742|HU64862|HU64884|HU65308|HU65324|HU65694|HU66074|HU66105,HU64336,HU67218|HU68356|HU68359|HU68709|HU71133,"",,53,,1,,132790,10833,"",,1,,,3,,,5898,36,2472,0,0.188679245283019,2,0,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,818,213,1031,14,0,696,349,511,118,3,0,17,47,0,2,121,242,,4991674,-261336,27220,1804.6,3633.4,588287,345571,5825,2299,30,0,,,803,659,133,792,11,0,117768,10121,50,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,572,231,423,91,3,0,16,39,0,4
CXP9024418/4_R2CTV,17,5,0,,,0,2,2,0,0,0,0,0,0,0,0,86238,-53275,67,G2,DS-,0,main,Development,172,,10788,571.9,377,233971,124999,2,0,2016-03-14,"","",HU67363|HV77566,"",,53,,0,,3819,956,"",,0,,,3,,,130,8,223,0,0.0943396226415094,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,179,168,6,174,5,0,143,36,117,9,1,0,0,16,0,1,7,0,,85473,-52427,10510,559.6,361,228340,120476,130,223,8,0,,,172,161,6,167,5,0,3768,931,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,136,36,112,7,1,0,0,16,0,4
CXP9024418/4_R6AN,25,2,0,,,0,50,11,1,7,1,0,0,0,37,1,88565,-44152,318,G2,DS2/9,1,16B_LMT,Pre-GA,318,,6706,385.1,569.3,133549,95005,3,16,2016-03-15,HU58611|HU64000|HU65308,"",HU67736|HU69069|HU70299|HU70320|HU70549|HU70715|HU71299|HU71305|HU71664|HU71704|HU76910,"",,53,,0,,3515,2077,MTR,,1,,,,,,73,4,169,0,0.0377358490566038,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,312,5,317,1,0,195,123,131,59,0,0,1,4,0,0,0,0,,88565,-44152,6706,385.1,569.3,133549,95005,73,169,4,0,,,318,312,5,317,1,0,3515,2077,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,123,131,59,0,0,1,4,0,4
CXP9024418/4_R2CVH,84,10,0,,,0,1,1,0,0,0,0,0,0,0,0,2033368,-2438260,150,G2,"",0,main,Development,1134,,19630,971.3,4304.6,463471,295532,1,13,2016-03-15,"",HU53634,HU67429,"",,53,,0,,49986,17953,"",,0,,,3,,,986,72,1899,0,0.188679245283019,1,0,1,0,0,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1244,796,237,1033,211,0,655,589,502,101,4,3,0,45,0,1,110,428,,1628009,-2089803,12671,725.3,2880.2,342683,216100,564,1029,43,0,,,920,523,211,734,186,0,40365,11221,13,1,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,440,480,343,62,2,2,0,31,0,4
CXP9024418/4_R2CVK,840,12,0,,,0,10,3,0,2,0,0,0,0,6,0,12452832,-9407971,502,G2,DS-,0,main,Development,7800,,37682,1907.9,13993.5,625966,407773,27,858,2016-03-15,HU49050|HU53006|HU53676|HU54131|HU54146|HU54910|HU54990|HU56030|HU58200|HU58866|HU63237|HU63742|HU63770|HU64504|HU64862|HU64884|HU65172|HU65264|HU65324|HU65694|HU66074|HU66105,HU43562|HU54465,HU67470|HU67722|HU68275,"",,53,,3,,305613,88346,"",,1,,,3,,,7628,640,11139,0,0.226415094339623,2,0,1,0,1,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7851,4897,1636,6533,1318,0,2377,5474,496,1323,3,110,4,441,0,1,51,330,,12306426,-9371058,34609,1765,13542.1,586153,378935,7591,11053,631,0,,,7635,4702,1615,6317,1318,0,301699,87200,858,2,0,0,0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2308,5327,444,1320,3,109,4,428,0,4
CXP9024418/4_R2CVM,187,9,0,,,0,3,1,0,1,0,0,0,0,1,0,4569146,-1043062,52,G2,"",0,main,Development,1941,,31978,1412.1,9934.8,505609,305971,15,83,2016-03-15,HU54990|HU55590|HU58601|HU58866|HU61332|HU63742|HU64504|HU64862|HU64884|HU65324|HU65694|HU66074|HU66105,HU44767,HU71826,"",,53,,1,,103592,18616,"",,0,,,3,,,2328,197,4501,0,0.169811320754717,0,0,0,1,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,1481,361,1842,103,0,1005,940,619,232,5,4,0,145,0,1,4,660,,3269802,-757614,25691,1109.8,8487.8,409113,249382,2072,4142,182,0,,,1590,1201,303,1504,86,0,75645,12892,57,0,0,0,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,771,819,496,138,5,3,0,129,0,4
CXP9024418/4_R6AX,4,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1560,-3,88,G2,DS-,0,16B_LMT,Development,105,,0,0,0,1975,1769,0,0,2016-03-16,"","","","",,52,,0,,173,155,"",,1,,,,,,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,105,0,0,4,101,0,4,0,0,0,0,0,0,0,0,,1560,-3,0,0,0,1975,1769,0,0,0,0,,,105,105,0,105,0,0,173,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,0,4,0,0,0,0,0,4
CXP9024418/4_R2CVT,284,9,0,,,0,3,3,0,0,0,0,0,0,0,0,6767233,-13748720,117,G2,DS-,0,main,Development,4300,,35776,2045.7,13901.8,556868,334518,12,0,2016-03-16,"","",HU67348|HU67794|HU68339,"",,53,,1,,135199,25627,"",,0,,,3,,,1649,174,3132,0,0.169811320754717,0,0,0,1,0,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4302,1920,866,2786,1516,0,1122,3180,851,103,8,1,0,159,0,1,2,2,,6762360,-13748720,35698,2042.2,13866.5,554036,332642,1649,3132,174,0,,,4299,1917,866,2783,1516,0,135023,25541,0,0,0,0,1,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1119,3180,851,102,8,1,0,157,0,4
CXP9024418/4_R2CVV,4,4,0,,,0,2,1,0,1,0,0,0,0,1,0,32241,-29426,130,G2,DS-,0,main,Development,12,,181,12,181,5248,3903,0,0,2016-03-16,"","",HU68098,"",,53,,0,,849,13,"",,0,,,3,,,61,3,86,0,0.0754716981132076,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,10,3,0,10,3,0,4,0,0,0,6,0,1,1,0,,32241,-29358,171,10.7,171,4914,3688,61,86,3,0,,,12,6,3,9,3,0,847,10,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,0,5,0,4
CXP9024418/4_R2CXB,180,10,0,,,0,1,1,0,0,0,0,0,0,0,0,4918205,-1041857,145,G2,"",0,main,Development,2153,,37768,1565.9,9831.3,562852,345984,18,97,2016-03-16,HU54957|HU54990|HU55590|HU58601|HU58866|HU61332|HU63237|HU63742|HU64504|HU64862|HU64884|HU65324|HU65694|HU66074|HU66105,HU44767,HU67656,"",,53,,2,,109887,20709,"",,0,,,3,,,2355,212,4628,0,0.188679245283019,1,0,0,0,0,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2178,1700,380,2080,98,0,1071,1107,700,208,5,5,0,153,0,1,25,945,,3297454,-762224,28950,1203.9,8468.8,444249,272548,2062,4183,188,0,,,1663,1270,309,1579,84,0,76561,13682,77,1,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,830,833,554,136,5,4,0,131,0,4
CXP9024418/4_R2CXJ,750,7,0,,,0,11,4,0,2,0,0,0,0,5,0,9688717,-9184583,590,G2,"",0,main,Development,7115,,23164,1483.8,9809.2,451796,299707,13,824,2016-03-16,HU49050|HU53006|HU53676|HU54131|HU54146|HU54910|HU58200|HU63770|HU65172|HU65264|HU66705,HU43562|HU54465,HU68005|HU68400|HU69768|HU70457,"",,53,,0,,248460,84127,"",,1,,,3,,,6366,538,10015,0,0.132075471698113,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7169,4357,1460,5817,1352,0,2042,5127,332,1268,0,106,4,332,0,1,54,0,,9627188,-9168224,20649,1405.4,9120.3,415758,273775,6008,8672,503,0,,,7115,4305,1458,5763,1352,0,246374,83083,824,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,5119,305,1261,0,106,4,320,0,4
CXP9024418/4_R2CXV,220,10,0,,,0,3,3,0,0,0,0,0,0,0,0,7169877,-1159738,34,G2,"",0,main,Development,2216,,26844,1212.6,8092.1,581830,364296,12,84,2016-03-17,HU50141|HU54957|HU63770|HU64325|HU64344|HU65172|HU65204|HU65264|HU65294|HU66705|HU67506,"",HU67899|HU67996|HU68365,"",,53,,1,,101790,55874,"",,0,,,3,,,4654,121,1744,0,0.188679245283019,0,0,0,1,1,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2236,1969,171,2140,96,0,730,1506,430,228,2,14,2,54,0,1,20,326,,6677900,-1152527,20467,1026.7,5491.8,495768,308865,4210,1554,107,0,,,2053,1821,138,1959,94,0,88952,54934,74,0,0,0,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,598,1455,310,221,2,13,2,50,0,4
CXP9024418/4_R2CXZ,20,6,0,,,0,6,1,0,4,0,0,0,0,3,0,296507,-73080,597,G2,"",0,main,Development,123,,3884,225.7,185,228460,180361,3,5,2016-03-17,HU49177|HU62260|HU63494,"",HU68666,"",,53,,0,,13601,7407,"",,1,,,3,,,0,0,0,0,0.113207547169811,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148,138,10,148,0,0,106,42,91,11,0,0,0,4,0,1,25,0,,277396,-70182,2979,193.3,105.5,217933,173008,0,0,0,0,,,123,118,5,123,0,0,12827,7068,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,40,71,10,0,0,0,2,0,4
CXP9024418/4_R6BB,4,1,0,,,0,0,0,0,0,0,0,0,0,0,0,538,-1509,88,G2,"",0,16B_LMT,Development,105,,14,3.5,0,1937,1622,0,0,2016-03-17,"","","","",,52,,0,,236,252,"",,1,,,,,,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,105,0,0,5,100,2,3,0,0,0,0,0,0,0,0,,538,-1509,14,3.5,0,1937,1622,0,0,0,0,,,105,105,0,105,0,0,236,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,2,3,0,0,0,0,0,4
CXP9024418/4_R2CZJ,568,16,1,,,0.0625,2,1,0,0,0,0,0,0,1,0,41395912,-13531461,140,G2,"",0,main,Development,6658,,110213,4976.5,38083.4,2351650,1405023,23,215,2016-03-17,HU50141|HU54957|HU54990|HU55590|HU58601|HU58866|HU61332|HU61881|HU63742|HU64504|HU64862|HU64884|HU65204|HU65324|HU65694|HU66074|HU66105|HU67506,HU44767|HU66970,HU68549,"",,53,,2,,704184,55126,"",,0,,,3,,,6638,564,11410,0,0.30188679245283,2,1,0,1,1,3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6853,3914,1556,5470,1383,0,3507,3346,2093,927,11,15,2,459,0,1,195,2115,,37773361,-12961146,93192,4164.4,32038.4,2089667,1243649,4684,7768,386,0,,,5558,2992,1237,4229,1329,0,623105,46616,175,1,0,0,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2875,2683,1743,778,10,11,2,331,0,4
CXP9024418/4_R6BE,1,1,0,,,0,3,3,0,0,0,0,0,0,0,0,0,0,91,G2,DS-,0,16B_LMT,Development,1,,0,0,0,0,0,0,0,2016-03-18,"","",HU68404|HU69940|HU71253,"",,52,,0,,3,3,"",,1,,,,,,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
CXP9024418/4_R2CZS,28,6,1,,,0.166666666666667,7,6,0,1,0,0,0,0,1,0,5919996,-1691940,320,G2,"",0,main,Development,1249,,388138,9583.7,17873.7,6693613,3949418,5,24,2016-03-18,HU59579|HU61598|HU62607|HU64344|HU66787,"",HU67773|HU68694|HU68699|HU74507|HU78373|HU93766,"",,54,,0,,491378,460693,"",,0,,,3,,,2777,330,1770,0,0.111111111111111,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,1103,150,1253,2,0,526,729,385,82,0,9,0,50,0,1,6,0,,5919262,-1691908,387866,9573.9,17601.7,6684737,3944156,2777,1770,330,0,,,1249,1097,150,1247,2,0,491338,460669,24,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,729,385,81,0,9,0,45,0,4
